QuestionID,Domain,DomainName,Difficulty,QuestionText,ChoiceA,ChoiceB,ChoiceC,ChoiceD,CorrectAnswer,Explanation,CorrectReason,WrongReasonA,WrongReasonB,WrongReasonC,WrongReasonD,RelatedControl,Tags,ActiveFlag,CreatedDate
Q-D3-0012,3,AIセキュリティ技術と運用,Medium,インシデント対応戦略におけるAIの最も効果的な活用方法はどれか。,AIが人間のアナリストを支援（オーグメント）し、人間が監督と最終判断を担う,AIにインシデント対応を完全自動化させ人間を排除する,AIは検知のみに使い、分析には使わない,AIの提案は常に無条件で採用する,A,完全自動化はリスクが高い。最も効果的な活用は、AIが人間のアナリストを支援することである。AIは大量データを高速に分析し、パターンを特定し、行動を提案し、データ駆動の洞察を提供する。一方で人間が監督を保ち、重要な判断やAIが見落とすニュアンスのある状況を扱う。人間とAIの協働である。,AIは分析を加速する補助で、最終判断と監督は人間が保持する協働モデルが最適。,正解,完全自動化は人間の監督を欠きリスクが高い。,検知のみに限定するのはAIの分析支援の価値を活かせない。,提案の無条件採用は人間の判断・監督を放棄することになる。,"ヒューマン・AIティーミング, インシデント対応, HITL","インシデント対応,人間支援,AI協働,監督",1,2026-06-23
Q-D3-0013,3,AIセキュリティ技術と運用,Medium,AIの訓練データ（特に個人データ）を長期保管へ移す際に、そのセキュリティを最もよく確保する手段はどれか。,保存時のデータ暗号化,データの公開リポジトリへの移動,アクセスログの削除,データ形式のCSVへの変換,A,そのシナリオで訓練データのセキュリティを最もよく確保するのはデータ暗号化である。保存時に暗号化することで、ストレージ自体が万一侵害されても、機微情報を不正アクセスから保護できる。これは基本的なセキュリティ統制である。,保存時暗号化は、ストレージが侵害されても機微データを保護する基本統制。,正解,公開リポジトリへの移動はむしろ機微データを露出させ危険。,アクセスログの削除はトレーサビリティを損ない、セキュリティを高めない。,CSVへの形式変換はセキュリティ保護とは無関係。,"保存時暗号化, データ保護","暗号化,保存時暗号化,長期保管,訓練データ",1,2026-06-23
Q-D3-0014,3,AIセキュリティ技術と運用,Medium,予測型AIシステムにおけるデータポイズニングに対処する、極めて効果的な方法はどれか。,モデル学習が始まる前の堅牢なデータ検証,学習後のモデル出力を人手でランダムに点検する,学習データの量をできるだけ増やす,モデルの推論速度を高めて攻撃を回避する,A,予測型AIシステムにおけるデータポイズニングへの最も効果的なアプローチは、モデル学習が始まる前の堅牢なデータ検証である。これは操作されたラベルをその発生源で対処し、汚染されたデータがそもそもモデルに感染するのを防ぐ。学習前の検証が鍵となる。,学習前の堅牢なデータ検証が汚染データのモデル感染を未然に防ぐ。,正解,学習後のランダム点検は発生源での防止にならない。,データ量増加はポイズニング対策にならない。,推論速度はポイズニング対策と無関係。,"データ検証, データポイズニング対策","データポイズニング,データ検証,学習前検証",1,2026-06-23
Q-D3-0015,3,AIセキュリティ技術と運用,Hard,AIシステムが正式に本番環境から廃止（デコミッション）された後でも残存しうるセキュリティ脆弱性はどれか。,モデルの推論レイテンシの増加,バックアップ・ログ・一時ファイル・管理不備のクラウドリソースに残る残存モデルアーティファクト,ユーザーインターフェースのデザイン不整合,学習に使ったGPUの減価償却,B,廃止は必ずしも完全消去を意味しない。脆弱性は残存モデルアーティファクト、すなわちバックアップ内の残存データ、システムログ、一時ファイル、あるいは依然アクセス可能な管理不備のクラウドリソースなどに潜む。これらが適切にサニタイズ・安全消去されないと、システム退役後も長期にわたりデータ侵害・コンプライアンス違反・知的財産窃取のリスクとなる。,廃止後も残るバックアップ・ログ・一時ファイル等の残存アーティファクトが長期的リスクとなる。,推論レイテンシは廃止後の脆弱性ではない。,正解,UIデザインはセキュリティ脆弱性ではない。,GPUの減価償却はセキュリティ問題ではない。,"残存アーティファクト, セキュアな廃棄","デコミッション,残存アーティファクト,データ侵害,サニタイズ",1,2026-06-23
Q-D3-0016,3,AIセキュリティ技術と運用,Hard,AIシステムの廃止（デコミッション）プロセス全体で、最も重大なセキュリティ脆弱性を生む行為はどれか。,モデルのドキュメントをアーカイブに移すこと,モデルアーティファクトに紐づくアクティブなサービスアカウントとAPIキーをそのまま有効に残すこと,モデルの最終的な精度指標を記録すること,廃止予定をステークホルダーに通知すること,B,最も重大な脆弱性を生むのは、モデルアーティファクトに紐づくアクティブなサービスアカウントとAPIキーをそのまま有効に残すことである。廃止時にこれらの見落とされた認証情報は残存データや機能へのアクセス権限を保持し続け、システム退役後も悪用可能な持続的セキュリティギャップを生む。重大なデータ侵害や不正アクセスにつながりうる典型的な見落としである。,有効なまま残るサービスアカウント・APIキーが持続的アクセス経路となり最重大の脆弱性を生む。,ドキュメントのアーカイブ自体は重大な脆弱性ではない。,正解,精度指標の記録は脆弱性を生まない。,ステークホルダー通知は適切な手続きで脆弱性ではない。,"認証情報失効, サービスアカウント・APIキー管理","デコミッション,APIキー,サービスアカウント,認証情報",1,2026-06-23
Q-D3-0017,3,AIセキュリティ技術と運用,Medium,AIシステムで利用されるオープンソースコンポーネントに関連するセキュリティリスクを管理する最初のステップはどれか。,各AIシステムについて正確なソフトウェア部品表（SBOM）を作成・維持する,すべてのオープンソースを商用ライセンス製品に置き換える,オープンソースの利用を全社的に禁止する,コンポーネントの利用は開発者の判断に委ねる,A,包括的なインベントリが基礎となる。最初のステップは、各AIシステムについて正確なソフトウェア部品表（SBOM）を作成し、綿密に維持することである。正確なSBOMがなければ、オープンソースコンポーネント内の脆弱性特定、ライセンス管理、サプライチェーンリスク評価がほぼ不可能になる。AIソリューションを構成するあらゆるソフトウェアへの可視性が、効果的なセキュリティ管理に不可欠である。,正確なSBOMの作成・維持が脆弱性・ライセンス・サプライチェーンリスク管理の基礎。,正解,全置換は非現実的でSBOM作成という第一歩ではない。,全面禁止は過剰でリスク管理の第一歩ではない。,開発者任せは可視性を欠く。,"SBOM, オープンソースリスク管理","SBOM,オープンソース,サプライチェーン,脆弱性管理",1,2026-06-23
Q-D3-0018,3,AIセキュリティ技術と運用,Medium,政府機関が個人データでAIモデルを学習させ、その学習データを長期保管へ移そうとしている。保管中の学習データのセキュリティを最も確実にする手段はどれか。,データへのアクセスログを増やす,保管データの暗号化（データ・アット・レストの暗号化）,データを複数のクラウドに複製して冗長化する,データのファイル名を匿名の識別子に変更する,B,ここで最重要なのは保管データの暗号化、すなわちデータ・アット・レストの暗号化である。これは、ハードドライブやクラウドバケットといった保管媒体自体が万一侵害されても、機微情報を不正アクセス・侵害・誤用から保護する。長期アーカイブのように能動的な監視が手薄になりがちな場所へデータを移す際は特に優先すべきである。,データ・アット・レストの暗号化が媒体侵害時にも機微情報を保護する最重要手段。,アクセスログの増加は侵害時のデータ保護にならない。,正解,冗長化は可用性向上であり機密保護ではない。,ファイル名変更は内容の保護にならない。,"データ・アット・レスト暗号化, 長期保管セキュリティ","暗号化,データアットレスト,長期保管,個人データ",1,2026-06-23
Q-D3-0019,3,AIセキュリティ技術と運用,Medium,AIフレームワークにおいて、システムのセキュリティを確保するうえで最も重要な構成要素はどれか。,安全なデータ取り扱いとモデル完全性の検証,予測の正確性,高品質な独自データの使用,人間の監督を要する自動化プロセス,A,最も重要なのは、安全なデータ取り扱いとモデル完全性（integrity）の検証である。学習データやモデル自体が改ざん・汚染されていれば、バイアスのある・有害な・単純に誤った出力につながる。完全性の検証がなければトラストは崩壊し、ガバナンスや説明可能性の努力もすべて損なわれる。これがセキュリティの土台となる。,データとモデルの完全性検証がAIセキュリティの基盤である。,正解,予測の正確性は性能指標でありセキュリティの基盤ではない,高品質な独自データは有益だが完全性検証そのものではない,自動化プロセスは要素の一つだが基盤的セキュリティ要素ではない,"NIST AI RMF, ISO/IEC 42001, MITRE ATLAS","モデル完全性,データ取り扱い,セキュリティ,改ざん防止,信頼性",1,2026-06-23
Q-D3-0020,3,AIセキュリティ技術と運用,Hard,AIシステムが本番環境から完全に廃止（decommission）された後でも残存しうるセキュリティ脆弱性はどれか。,API認証の失敗,メモリバッファオーバーフロー,残存するモデルアーティファクト（残存データ）,検証パイプラインの破損,C,残存しうるのは残存モデルアーティファクト（residual data）である。AIを廃止しても、バックアップ・ログ・一時ファイル・管理が不十分なクラウドリソースなどに機微データが残り続けることがある。これが適切にサニタイズ・破棄されないと、後からアクセス・悪用され、データ侵害・コンプライアンス違反・知的財産の窃取につながる。廃止時のデータライフサイクル管理が重要となる。,廃止後もバックアップ・ログ等に残る残存データが悪用リスクを残す。,API認証失敗は稼働中システムの脆弱性で廃止後の残存問題ではない,バッファオーバーフローは実行時の脆弱性で廃止後に残存するものではない,正解,検証パイプラインの破損は運用中の問題で廃止後の残存とは異なる,"NIST AI RMF, ISO/IEC 27001 (Secure disposal)","廃止,残存データ,セキュアな廃棄,データ侵害,ライフサイクル",1,2026-06-23
Q-D3-0021,3,AIセキュリティ技術と運用,Hard,AIシステムの廃止（decommissioning）時に最も重大なセキュリティ脆弱性を生むのはどの見落としか。,モデルアーティファクト向けのアクティブなサービスアカウントとAPIキーを保持すること,ログを削除し忘れること,ドキュメントをアーカイブし忘れること,旧バージョンのモデルを保管すること,A,最も重大なのは、モデルアーティファクト向けのアクティブなサービスアカウントとAPIキーを保持し続けることである。これらは、システムが退役したとされた後も悪用可能な永続的セキュリティギャップ（裏口）を生む。家屋を解体したのに鍵を玄関マットの下に残すようなもので、攻撃者の侵入経路となる。廃止時には権限・認証情報の確実な無効化が不可欠である。,アクティブなサービスアカウントとAPIキーの放置は永続的な侵入経路を残す。,正解,ログ残置はリスクだが、アクティブな権限放置ほど直接の侵入経路にはならない,ドキュメント未アーカイブはガバナンス上の問題で重大なセキュリティ侵入経路ではない,旧モデル保管はデータ残存の問題だが、認証情報の放置ほど直接的な悪用経路ではない,"NIST AI RMF, ISO/IEC 27001","廃止,サービスアカウント,APIキー,権限管理,残存リスク",1,2026-06-23
Q-D3-0022,3,AIセキュリティ技術と運用,Medium,AIシステムで広く使われるオープンソースコンポーネントのセキュリティリスクを管理するための最初のステップはどれか。,自動脆弱性スキャンを実装する,各AIシステムについて正確なソフトウェア部品表（SBOM）を作成・維持する,承認済みライブラリのみの使用を開発者に義務付ける,第三者コンポーネントの正式なレビュープロセスを確立する,B,基礎的な最初のステップは、各AIシステムについて正確なSBOM（Software Bill of Materials）を作成・維持することである。SBOMはソフトウェアの「成分表」であり、含まれるOSS・第三者コンポーネント、そのバージョン・出所を一覧化する。脆弱性が公表された際、自社が影響を受けるか即座に把握できる。何が含まれているか分からなければ守れない。スキャンやレビューはその後の工程である。,SBOMによる構成要素の可視化が、脆弱性・サプライチェーンリスク管理の出発点である。,スキャンは重要だが、まず何があるかを示すSBOMが前提となる,正解,承認ライブラリ限定は統制だが、全構成要素の可視化が先に必要,レビュープロセスは後続の工程でSBOMが前提となる,"NIST AI RMF, OWASP (SBOM), ISO/IEC 42001","SBOM,オープンソース,サプライチェーン,脆弱性管理,可視化",1,2026-06-23
Q-D3-0023,3,AIセキュリティ技術と運用,Medium,AIセキュリティ戦略を規制要件と整合させるうえで、組織を最もよく支援するものはどれか。,定期的な監査とコンプライアンス評価を実施する,ファイアウォールを増設する,従業員数を増やす,モデルの精度を上げる,A,最善の支援は、定期的な監査とコンプライアンス評価の実施である。ルーティンの監査・コンプライアンスレビューは、AIシステムとそのセキュリティ統制が規制義務を満たすことを保証するために不可欠である。これによりギャップを特定し、説明責任を維持し、変化するコンプライアンス基準に適応できる。継続的な検証が要点となる。,定期監査とコンプライアンス評価がギャップ特定と規制整合を支える。,正解,ファイアウォール増設は技術対策だが規制整合を直接保証しない,人員増は規制整合の本質的手段ではない,精度向上はセキュリティ規制整合とは別の指標である,"NIST AI RMF, ISO/IEC 42001, EU AI Act","監査,コンプライアンス評価,規制整合,セキュリティ戦略,ギャップ特定",1,2026-06-23
Q-D3-0024,3,AIセキュリティ技術と運用,Medium,AIソフトウェア開発ライフサイクル（SDLC）全体にセキュリティを組み込み、将来の脆弱性を減らしコンプライアンス目標を支えるための最善の方法はどれか。,計画・設計フェーズでセキュリティ要件を組み込む,本番リリース直前にセキュリティテストを行う,インシデント発生後にセキュリティを強化する,セキュリティをベンダーに完全委任する,A,最善の方法は、計画・設計フェーズでセキュリティ要件を組み込む「シフトレフト」である。早期にリスクを特定・緩和でき、脆弱性がシステムに設計段階で作り込まれることを防げる。これにより最初からセキュリティとコンプライアンスを確保でき、後工程での是正よりコストも安く済む。,計画・設計段階でのセキュリティ組み込み（シフトレフト）が脆弱性を未然に防ぐ。,正解,リリース直前のテストでは設計段階の脆弱性を防げない,事後強化は作り込まれた脆弱性への後手対応となる,完全委任は自社の責任あるセキュリティ統制を放棄する,"NIST AI RMF, NIST SSDF, ISO/IEC 42001","シフトレフト,SDLC,セキュリティ要件,設計段階,脆弱性低減",1,2026-06-23
Q-D3-0025,3,AIセキュリティ技術と運用,Hard,サイバー攻撃を検知・防止するAIシステムを開発する必要がある。複雑な非線形関係を扱える木ベースのモデルを実装したい。どのモデルを実装すべきか。,線形回帰,ランダムフォレスト,単純なルールベースのフィルタ,k-meansクラスタリング,B,正解はランダムフォレストである。ランダムフォレストは複数の決定木を構築し、その予測を組み合わせる。過学習を緩和し、より頑健で安定した結果を提供するため、複雑な関係を伴うサイバー攻撃の検知・防止に適している。複数の木による「委員会」のように働く点が要点である。,ランダムフォレストは複数決定木を組み合わせ、複雑な非線形関係に頑健に対応する。,線形回帰は線形関係向けで複雑な非線形関係には不適,正解,ルールベースフィルタは複雑な非線形パターンの学習ができない,k-meansは教師なしクラスタリングで分類・検知タスクの主役にならない,"NIST AI RMF, MITRE ATLAS","ランダムフォレスト,決定木,非線形,攻撃検知,機械学習モデル",1,2026-06-23
Q-D3-0026,3,AIセキュリティ技術と運用,Medium,顧客向けアプリと統合した大規模言語モデル（LLM）を展開した企業が、AIシステムのセキュリティ態勢を継続的に追跡・改善するために最初に確立すべきものはどれか。,LLMのセキュリティリスクに固有のKPIとKRIを定義する,全社員にLLMアクセスを開放する,モデルを再学習し続ける,プロンプトを暗号化する,A,最初に確立すべきは、LLMのセキュリティリスクに固有のKPI（重要業績評価指標）とKRI（重要リスク指標）の定義である。これらの指標を定めることで、統制の有効性とシステムの挙動を構造的・継続的に監視でき、セキュリティ態勢を明確に把握できる。重要なものを測る（measure what matters）ことが土台となる。,LLM固有のKPI/KRIの定義が継続的なセキュリティ態勢監視の基盤となる。,正解,アクセス開放はリスクを高めセキュリティ態勢の追跡とは無関係,再学習継続は指標定義の代替にならない,プロンプト暗号化は一手段だが態勢追跡の起点ではない,"NIST AI RMF, ISO/IEC 42001, OWASP LLM Top 10","KPI,KRI,LLMセキュリティ,継続的監視,セキュリティ態勢",1,2026-06-23
Q-D3-0027,3,AIセキュリティ技術と運用,Medium,AIシステムをビジネス継続戦略に統合する場面で、大規模な障害時にAIシステムのレジリエンスを確保する最も適切な行動はどれか。,AIモデル・データ・インフラをビジネス継続戦略に統合する,障害発生後にのみ対応計画を作る,AIシステムを継続計画の対象外とする,バックアップを取得しない,A,最も適切な行動は、AIモデル・データ・インフラをビジネス継続／災害復旧（BCDR）計画に統合することである。これにより、AI駆動の重要サービスが障害時に速やかに復旧でき、AIシステムが継続戦略に確実に組み込まれる。包括的な計画が要点であり、AIを忘れないことが肝要である。,AIのモデル・データ・インフラをBCDR計画に組み込み、復旧を確実にする。,正解,事後対応では事前のレジリエンス確保にならない,対象外とするのは重要AIサービスの復旧を危うくする,バックアップ未取得は復旧を不可能にする,"NIST AI RMF, ISO 22301, ISO/IEC 42001","ビジネス継続,レジリエンス,BCDR,災害復旧,AI統合",1,2026-06-23
Q-D3-0028,3,AIセキュリティ技術と運用,Medium,金融機関がAIをインシデント対応戦略に組み込む。この文脈でのAIの最も効果的な使い方はどれか。,AIに全インシデント対応を完全自動化させる,AIが人間のアナリストを支援し、データ駆動の洞察を提供しつつ人間が監督を維持する,AIをアラート生成のみに限定する,AIにすべての法的判断を委ねる,B,最も効果的なのは、AIが人間のアナリストを支援し、データ駆動の洞察を提供しつつ、人間が監督を維持することである。完全自動化は誤分類やバイアスのある対応を招きうる。AIは人間の能力を補強し、複雑な意思決定や倫理的配慮では人間が監督を保つべきである。「人間＋AI」の協働が要点となる。,AIは人間アナリストを補強し、人間が監督を維持する協働モデルが最善である。,完全自動化は誤分類やバイアス対応のリスクを生む,正解,アラート生成のみへの限定はAIの洞察活用を狭めすぎる,法的判断の全委任は不適切で人間の判断が必要である,"NIST AI RMF, EU AI Act (Human oversight)","インシデント対応,ヒューマンインザループ,AI支援,人間の監督,金融",1,2026-06-23
Q-D3-0029,3,AIセキュリティ技術と運用,Medium,AIが関与するインシデントを効果的に処理するために、チームが最初に取るべき行動はどれか。,影響を受けたユーザーに直ちに公表する,インシデント管理チームを起動し、AIシステムの活動を制限する,モデルをすぐに再学習する,システムを完全に削除する,B,最初の行動は、インシデント管理チームを起動し、AIシステムの活動を制限することである。封じ込め（containment）はインシデント特定後の最初の重要フェーズであり、拡散を止め被害を最小化する。対応チームの起動により、AIの活動制限やシステム隔離といった即時行動を調整できる。まず封じ込めが要点となる。,対応チームを起動しAIの活動を制限する封じ込めが最初の一手である。,公表は封じ込めと調査の後に検討すべき事項である,正解,再学習は原因究明・封じ込めの後の工程である,完全削除は過剰反応で証拠保全・分析を妨げる,"NIST AI RMF, NIST SP 800-61, ISO/IEC 42001","インシデント対応,封じ込め,インシデント管理,AI活動制限,初動",1,2026-06-23
Q-D3-0030,3,AIセキュリティ技術と運用,Hard,金融機関のAI信用スコアリングモデルがランサムウェア攻撃で侵害され、攻撃者が支払いを要求している。インシデント対応チームが最初に取るべき行動はどれか。,要求された身代金を支払う,感染したAIシステムを隔離し、ネットワークストレージから切り離す,モデルを再学習する,攻撃者と交渉する,B,最初の行動は、感染したAIシステムを隔離し、ネットワークストレージから切り離す封じ込めである。インシデント特定後は、他システムへの被害拡大を防ぐためにまず封じ込めを行う。「出血を止める」ことが優先される。身代金支払いや交渉は推奨されず、再学習は封じ込め後の復旧工程に属する。,感染システムを隔離・切断する封じ込めが侵害拡大を防ぐ最初の一手である。,身代金支払いは推奨されず、再発・資金供与のリスクを伴う,正解,再学習は封じ込め後の復旧工程である,攻撃者との交渉は適切な初動ではない,"NIST AI RMF, NIST SP 800-61, ISO/IEC 27035","ランサムウェア,封じ込め,隔離,インシデント対応,信用スコアリング",1,2026-06-23
Q-D3-0031,3,AIセキュリティ技術と運用,Medium,生産性は向上したが、まだ継続計画に統合されていないAIソリューションについて、その事業運営上の重要度を特定するためのプロセスはどれか。,ビジネスインパクト分析（BIA）,ペネトレーションテスト,コードレビュー,ユーザー満足度調査,A,用いるべきプロセスはビジネスインパクト分析（BIA）である。BIAは、アセットの重要度と、それが中断した場合の事業運営への影響を体系的に特定する。資産の依存関係・重要度・復旧目標・許容ダウンタイムを評価し、組織がBCPを構築するのに役立つ。そのAIが実際どれほど重要かを見極める手段である。,BIAがAIアセットの重要度と中断時の事業影響を体系的に特定する。,正解,ペネトレーションテストは脆弱性検出であり事業影響度の特定ではない,コードレビューは品質確認であり継続計画上の重要度評価ではない,満足度調査は事業影響度の体系的評価にならない,"ISO 22301, NIST AI RMF, ISO/IEC 42001","BIA,ビジネスインパクト分析,事業継続,重要度,BCP",1,2026-06-23
Q-D3-0032,3,AIセキュリティ技術と運用,Medium,AIインシデント対応計画（IRP）に関する重要な要件はどれか。,AI用IRPは企業のIRPを置き換えるべきである,AI用IRPは企業のIRPを補完し、AI障害・エスカレーション・復旧に特化したプロトコルを提供すべきである,AI用IRPは不要である,AI用IRPは技術チームのみで運用すべきである,B,重要な要件は、AI用IRPが一般の企業IRPを補完し、AIの障害・エスカレーション・復旧に特化したプロトコルを提供することである。AIインシデントには固有の側面があり、それらに対応するための専用の章が必要となる。既存のIRPを置き換えるのではなく、AI特有の事項を上乗せする形が適切である。,AI用IRPは企業IRPを補完し、AI特有の障害・復旧プロトコルを加える。,置き換えではなく補完が適切である,正解,AI特有のリスクに対応するためAI用IRPは必要である,技術チーム限定では部門横断的なインシデント対応にならない,"NIST SP 800-61, NIST AI RMF, ISO/IEC 27035","IRP,インシデント対応計画,AI障害,エスカレーション,復旧",1,2026-06-23
Q-D3-0033,3,AIセキュリティ技術と運用,Medium,AIシステムの継続性をサイバー攻撃後に確保するうえで、最大の課題となる要因はどれか。,UIの応答速度,ライセンスの有効期限,学習データの完全性とセキュリティ,ログの保存形式,C,最大の課題は、学習データの完全性とセキュリティである。学習データが侵害されると、AIシステムは復旧後も誤った判断を下し続ける可能性があり、AIの信頼性の基盤そのものが損なわれる。これは長期的な継続性の重大な課題となる。攻撃の「毒」が残り続ける点が要点である。,学習データが侵害されると復旧後も誤判断が続き、継続性の根幹を損なう。,UIの応答速度は継続性の根幹課題ではない,ライセンス期限は運用上の事項で根本課題ではない,正解,ログ形式は継続性の根幹に影響しない,"NIST AI RMF, MITRE ATLAS, ISO 22301","学習データ,データ完全性,事業継続,データポイズニング,レジリエンス",1,2026-06-23
Q-D3-0034,3,AIセキュリティ技術と運用,Medium,リアルタイムのインシデント検知にAIを用いる際の主たる課題はどれか。,AIは大規模なイベントログを処理できない,AIモデルが誤検知（false positive）を生み、不要なアラートや対応を招きうる,AIは暗号化を解除できない,AIは過去データを参照できない,B,主たる課題は、AIモデルが誤検知（false positive）を生み、不要なアラートや対応を招きうることである。AIは大規模イベントログの効率的処理に長けるが、誤検知はアラート疲れと無駄なリソース割り当てを招く。狼少年のように頻繁に誤報を出す点がリアルタイム対応の難点となる。,AIの誤検知が不要なアラートとアラート疲れを招くのが主たる課題である。,AIはむしろ大規模ログの処理に長ける,正解,暗号化解除の可否は検知の主課題ではない,過去データ参照不可は誤りで、AIは履歴を活用できる,"NIST AI RMF, MITRE ATLAS","誤検知,リアルタイム検知,アラート疲れ,インシデント検知,運用課題",1,2026-06-23
Q-D3-0035,3,AIセキュリティ技術と運用,Hard,最近デプロイされたAIベースのWebアプリケーションで既知の脆弱性を発見するための最善の手法はどれか（ソースコードは入手不可）。,静的アプリケーションセキュリティテスト（SAST）,動的アプリケーションセキュリティテスト（DAST）,コードレビュー,ユニットテスト,B,最善の手法は動的アプリケーションセキュリティテスト（DAST）である。DASTは実行時にアプリを外部から解析して既知の脆弱性を発見するため、ソースコードが入手できない（デプロイ済みAIアプリで一般的な）状況に最適である。稼働させながらテストする点が要点である。,DASTは実行時に外部から解析でき、ソース非公開のデプロイ済みアプリに適する。,SASTはソースコードの静的解析を要し、ソース非公開では使えない,正解,コードレビューはソースコードが必要である,ユニットテストは機能検証でセキュリティ脆弱性発見の主手法ではない,"OWASP, NIST AI RMF","DAST,脆弱性発見,Webアプリ,セキュリティテスト,実行時解析",1,2026-06-23
Q-D3-0036,3,AIセキュリティ技術と運用,Hard,顧客対応を自動化するNLPモデルを導入する小売企業が、デプロイ後も進化する脅威に対しAIソリューションをレジリエントに保つ最善のアプローチはどれか。,AI固有の脅威モデリング・敵対的テスト・継続的なモデル挙動監視をCI/CDパイプラインに統合する,デプロイ後はセキュリティテストを行わない,年次の手動レビューのみ行う,脅威モデリングを初回デプロイ時のみ実施する,A,最善のアプローチは、AI固有の脅威モデリング・敵対的テスト・継続的なモデル挙動監視をCI/CDパイプラインに組み込むことである。これにより、プロンプトインジェクションやデータポイズニング等の脆弱性を早期に特定し、進化する脅威にタイムリーに対応できる。セキュリティをパイプラインに作り込む点が要点となる。,脅威モデリング・敵対的テスト・継続監視をCI/CDに組み込み、進化する脅威に対応する。,正解,デプロイ後のテスト省略は進化する脅威に対応できない,年次手動レビューのみでは頻度・網羅性が不十分,初回のみの脅威モデリングは継続的な脅威変化に追従できない,"OWASP LLM Top 10, MITRE ATLAS, NIST AI RMF","脅威モデリング,敵対的テスト,CI/CD,継続的監視,プロンプトインジェクション",1,2026-06-23
Q-D3-0037,3,AIセキュリティ技術と運用,Medium,LLMベースのチャットアプリケーションにおけるプロンプトインジェクション攻撃を最もよく緩和する方法はどれか。,出力を暗号化する,モデルを大きくする,ユーザークエリ処理の前に入力検証とサニタイズの仕組みを導入する,応答速度を上げる,C,最善の緩和策は、ユーザークエリを処理する前に入力検証とサニタイズの仕組みを導入することである。プロンプトインジェクションは、ユーザー入力がLLMの挙動や出力を意図しない形に変える脆弱性であり、入力検証・サニタイズが第一線の防御として悪意ある入力を遮断する。入力を清浄化することが要点である。,入力検証・サニタイズが悪意あるプロンプトを遮断する第一線の防御となる。,出力暗号化はプロンプトインジェクションの防御にならない,モデルの大型化は本脆弱性の緩和策ではない,正解,応答速度はセキュリティ防御と無関係である,"OWASP LLM Top 10, MITRE ATLAS, NIST AI RMF","プロンプトインジェクション,入力検証,サニタイズ,LLM,防御",1,2026-06-23
Q-D3-0038,3,AIセキュリティ技術と運用,Hard,AIモデルに対するデータポイズニング攻撃への最も効果的な対抗策はどれか。,敵対者が改変した可能性のある異常データを除去する,モデルのパラメータ数を増やす,全データを暗号化する,学習を一度きりにする,A,最も効果的なのは、敵対者が改変した可能性のある異常データ（outliers / anomalous data）を特定して除去することである。攻撃者は少数のデータポイントを改変してその影響を最大化しようとするため、外れ値・異常データの除去が攻撃の効果を緩和する。学習データの完全性に直接対処する点が要点である。,異常データ・外れ値の特定と除去が学習データの完全性を守りポイズニングを緩和する。,正解,パラメータ増加はポイズニングへの対抗策ではない,全データ暗号化は機密性対策でポイズニング防止にならない,学習の一度きり化はデータ汚染の検出・除去とは無関係である,"NIST AI RMF, MITRE ATLAS, OWASP ML Top 10","データポイズニング,異常検知,外れ値除去,学習データ完全性,対抗策",1,2026-06-23
Q-D3-0039,3,AIセキュリティ技術と運用,Hard,AIベースの不正検知システムをテスト中、攻撃者がモデル自体を改変せずに入力データを操作してモデルに誤分類をさせていることが判明した。このシナリオが最もよく表すものはどれか。,回避（evasion）攻撃,データポイズニング,モデル抽出,サプライチェーン攻撃,A,このシナリオは回避（evasion）攻撃を最もよく表す。回避攻撃は、敵対者がモデルのパラメータを変えずに入力データを微妙に改変してAIモデルを欺くものである。不正検知モデル等を誤分類させてバイパスする手法としてよく用いられる。悪意ある入力でモデルを騙す点が要点である。,回避攻撃はモデルを変えず入力を操作して誤分類を誘発する。,正解,データポイズニングは学習データを汚染する攻撃でモデル運用時の入力操作とは異なる,モデル抽出はモデルの複製・盗用を狙うもので誤分類誘発とは異なる,サプライチェーン攻撃は供給網の侵害であり入力操作とは異なる,"MITRE ATLAS, NIST AI RMF, OWASP ML Top 10","回避攻撃,入力操作,誤分類,敵対的攻撃,不正検知",1,2026-06-23
Q-D3-0040,3,AIセキュリティ技術と運用,Hard,AIシステムがデータ侵害を受け金融記録が流出した。フォレンジック分析の結果、見慣れない場所から数か月にわたる高度な攻撃が判明した。この攻撃に最も該当するのはどれか。,内部不正者,高度持続的脅威（APT）アクター,スクリプトキディ,偶発的な設定ミス,B,最も該当するのは高度持続的脅威（APT）アクターである。APTは、長期的なアクセスとデータ持ち出しを伴う、複雑でよく計画された攻撃を実行することで知られる。攻撃が数か月にわたって行われていたことから、このシナリオの最有力はAPTアクターである。ゆっくり静かに進行する点が特徴である。,数か月に及ぶ高度で計画的な攻撃はAPTアクターの典型である。,内部不正者の可能性はあるが、見慣れない場所からの長期高度攻撃はAPTに合致する,正解,スクリプトキディは単純・短期的な攻撃が多く、長期計画的攻撃と合致しない,設定ミスは偶発的事象であり、計画的な数か月の攻撃とは異なる,"MITRE ATT&CK, NIST AI RMF, MITRE ATLAS","APT,高度持続的脅威,フォレンジック,データ侵害,攻撃主体",1,2026-06-23
